"V400","V401","V402"
298.21,298.26,298.06
301.1,298.86,298.15
302.31,299.75,298.4
303.03,300.56,298.6
305,300.93,298.19
300.41,300.08,298.03
298.57,298.56,297.89
301.49,298.54,297.75
306.67,300.68,297.96
301.95,299.88,298.27
305.87,301.31,298.6
301.38,300.52,298.74
299.87,299.3,298.54
297.97,298.58,298.29
294.45,297.86,298.36
291.49,295.82,297.46
293.4,295.8,296.96
302.94,299.09,297.14
295.91,297.33,296.77
291.56,294.87,296.01
292.01,294.94,295.87
294.06,296.31,296.13
298.56,297.5,296.32
298,298.1,296.45
297.24,297.96,296.5
298.14,297.87,296.68
297.57,298.22,296.95
295.98,297.2,296.97
297.31,297.47,297.05
296.16,297.27,297.19
295.96,297.67,297.53
296.54,297.63,297.32
293.13,297.08,297.25
291.65,296.15,296.88
293.23,296.09,296.81
294.35,296.97,297.07
295.62,297.12,297.33
295.13,297.01,297.34
291,295.44,296.93
288.04,294.75,296.63
292.42,295.64,296.69
293.33,297.02,296.67
292.77,295.8,295.96
293.38,296.16,295.94
296,296.38,295.98
297.95,297.51,296.28
295.59,297.27,296.56
296.58,297.19,296.56
296.8,297.4,296.84
297.89,298.03,297.02
297.65,297.88,297
297.23,297.89,297.11
293.67,296.44,296.96
291.89,295.55,296.86
295.92,297.48,297.15
299.46,298.46,297.1
294.53,296.71,296.85
296.15,297.27,296.91
296.81,298.02,297.29
290.88,296.55,297.12
284.62,292.47,296.14
281.83,291.75,295.66
281.36,290.72,295.12
282.38,290.45,294.54
284.45,290.69,294.06
286.72,291.98,293.91
288.26,292.7,293.94
288.27,293.19,294
285.95,291.76,293.72
285.17,291.65,293.66
287.41,292.76,293.93
288.14,293.61,294.12
285.66,292.22,293.83
284.4,291.55,293.68
286.76,293.36,293.75
281.83,292.17,293.89
278.22,289.38,293.22
282.62,291.46,293.52
280.32,289.94,293.07
281.32,290,293.05
278.81,288.48,292.71
278.96,288.54,292.33
276.94,287.69,292.01
282.98,289.25,292.05
285.49,290.6,292.48
285.23,290.95,292.41
278.82,288.1,291.84
281.7,288.35,291.61
290.61,291.95,292.33
290.94,292.47,292.38
293.81,292.95,292.36
294.27,293.24,292.42
293.74,293.39,292.54
290.89,293.52,292.81
282.96,291.65,292.85
277.22,287.77,292.05
278.43,288.44,292.16
277.24,287.2,291.59
277.8,287.13,291.26
278.07,287.15,291.12
278.75,287.3,291.08
277.02,286.74,290.84
280.5,287.6,290.74
279.67,287.45,290.94
277.83,286.3,290.47
277.54,286.58,290.48
280.42,287.98,290.69
286.41,290.59,291.11
279.39,286.98,290.18
279.13,287.09,290.24
279.49,286.55,290.1
282.07,287.84,290.35
282.82,287.94,290.27
277.16,285.7,289.72
279.79,287.45,290.22
277.73,285.61,289.59
279.46,286.54,289.8
277.34,285.34,289.4
274.73,284.09,288.92
281.72,287.13,289.6
282.43,287.74,289.73
278.14,284.79,288.76
277.54,284.39,288.62
283.97,286.71,288.88
281.96,287.39,289.28
275.86,284.35,288.45
279.46,285.14,288.45
280.01,287.41,289.22
274.63,283.65,288.23
270.87,282.25,287.9
268.45,281.24,287.67
268.06,281.48,287.69
271.99,282.08,287.61
273.42,282.82,287.51
278.47,285.61,288.04
282.27,287.45,288.37
279.99,286.61,288.36
273.4,282.79,287.4
273.64,282.89,287.29
274.07,283.03,287.35
275.81,283.38,287.12
286.04,287.92,288.08
283.78,287.42,288.25
278.78,285.01,287.53
279.16,284.84,287.48
278.67,285.26,287.75
273.19,282.37,287.02
270.99,280.76,286.54
273.07,282.88,287.1
273.68,282.67,286.77
273.89,283.09,286.81
269.3,280.9,286.53
272.34,280.83,286.19
280.46,285.92,287.31
271.63,280.92,286.02
269.66,280.34,285.77
272.89,282.01,286.01
267.87,280.22,285.85
267.77,279.64,285.42
267.23,279.91,285.5
266.95,278.77,285.07
275.32,282.77,285.88
271.04,281,285.6
272.44,281.38,285.45
261.01,277.02,284.8
266.89,278.64,284.6
274.89,281.65,285.22
279.71,283.85,285.77
281.82,285.51,286.05
276.62,283.08,285.41
283.94,284.21,285.41
286.75,286.92,286.04
288.01,287.17,286.05
284.2,286.34,286.2
278.06,283.93,285.76
275.13,283.35,285.93
274.78,282.21,285.44
276.05,282.76,285.49
276.74,283.53,285.69
275.97,282.31,285.24
279.61,283.74,285.54
275.88,282.83,285.35
274.81,282.3,285.2
277.36,284.15,285.76
275.02,282.27,285.26
269.47,280.02,284.79
272.09,280.94,284.94
273.02,281.46,285.08
272.32,280.45,284.77
274.63,281.88,285.08
270.73,280.4,284.7
264.34,277.42,283.97
271.33,280.12,284.47
274.77,281.77,284.79
272.84,280.94,284.42
275.84,282.7,284.89
272.44,281.15,284.62
270.43,279.59,284.14
271.83,280.2,284.14
275.8,282.19,284.6
277.95,283.94,284.99
278.06,284.66,284.94
281.71,284.58,284.94
281.64,285.3,285.29
272.82,281.63,284.77
274.5,282.14,284.77
275.3,281.96,284.45
276.27,282.08,284.42
276.63,281.91,284.24
279.39,284.48,284.98
274.41,282.05,284.58
273.01,280.22,284
276.17,281.5,284.07
280.18,284.19,284.88
280.69,283.51,284.62
272.57,281.33,284.48
268.09,278.13,283.48
270.46,278.93,283.52
273.64,280.76,283.81
272.07,282.64,284.77
269.26,278.9,283.61
277.4,281.81,284.06
277.52,283.55,284.74
274.82,281.53,284.04
277.13,282.16,284.14
275.17,282.09,284.23
272.15,279.86,283.62
272.8,280.07,283.61
272.46,280.31,283.71
273.58,280.78,283.78
281.32,283.69,284.21
285.03,286.6,284.98
279.42,283.88,284.51
276.15,282.28,284.15
272.83,280.39,283.62
272.25,280.14,283.61
274.38,280.67,283.73
278.82,282.36,283.98
275.82,282.76,284.49
272.56,280.07,283.67
279.34,282.82,284.13
289.04,286.57,284.81
284.94,286.49,285.04
277.95,282.84,284.27
275.15,281.88,284.2
281.9,284.85,284.82
283.01,284.98,284.67
283.86,285.9,285.03
279.89,283.51,284.51
284.09,284.6,284.83
284.05,285.59,285.18
288.96,287.57,285.41
290.19,288,285.68
290.16,288.04,285.77
293.55,289.23,285.97
290.82,288.46,286.28
285.85,287.87,286.51
280.33,284.99,285.8
280.88,284.77,285.73
287.55,287.69,286.16
280.77,286.09,286.09
280.51,284.77,285.61
284.96,286.64,285.93
288.67,287.75,286.05
284.65,284.91,285.46
292.23,288.79,286.29
294.76,290.69,286.8
296.58,291.23,287.01
288.04,288.37,286.91
285.77,287.6,286.96
283.79,286.56,286.59
282.82,286.41,286.54
286.73,287.36,286.81
287.99,289.12,287.31
286.68,287.71,287.01
288.42,287.89,287.23
297.04,290.66,287.45
300.34,294.13,288.44
290.51,289.2,287.57
292.82,290.84,288.2
294.46,291.41,288.39
296.97,291.82,288.51
301,292.84,288.68
302.81,296.05,289.76
303.84,296.69,290.02
296.48,293.45,289.77
295.06,293.13,289.8
295.62,293.74,290.07
290.94,291.68,289.92
292.6,292.3,290.31
290.39,290.93,290.23
293.43,292.25,290.56
296.03,294.7,290.92
294.48,293.12,290.43
292.51,292,290.26
297.48,294.67,291.22
289.44,292.02,291.06
284.79,289.9,290.66
286.82,290.35,290.72
290.22,291.2,290.69
292.21,291.92,290.64
291.78,292.77,291.21
288.71,291.8,291.31
290.2,291.7,291.45
292.09,292.76,291.87
290.02,291.97,291.74
288.07,291.31,291.57
288.57,291.62,291.27
285.73,289.99,290.83
288.1,290.22,290.44
288.46,290.14,290.25
289.47,291.36,290.69
291.94,292,290.89
291.53,292.06,290.98
291.32,292.18,291.06
290.91,291.54,290.87
291.32,292.01,291.17
293.41,293.45,291.77
292.46,292.31,291.79
295.29,294.68,292.42
295.51,293.86,292.28
300.7,295.36,292.45
296.06,294.72,292.78
292.51,293.25,292.61
297.55,295.37,293.11
298.39,295.96,293.36
294.73,294.76,293.24
291.33,293.82,293.14
294.31,293.97,293.16
300.32,296.21,293.53
300.35,297.73,294.35
294.14,295.42,294.18
294.12,294.79,294.05
299,297.12,294.61
298.01,296.97,294.6
296.94,296.33,294.69
299.64,297.23,295.01
301.26,298.85,295.61
299.62,298.05,295.83
297.36,296.82,295.86
300.24,297.75,295.95
304.04,299.9,296.27
300.69,298.91,296.53
302.76,299.13,296.58
294.53,297.02,296.39
293.18,296.39,296.47
298.26,297.23,296.2
301.98,298.58,296.17
301.56,299.17,296.39
302.41,299.52,296.69
298.44,297.6,296.39
297.38,296.36,296.2
296.68,297.54,296.41
296.07,296.35,296.15
298.92,298.36,296.48
296.1,297.57,296.47
301.62,298.74,296.65
296.58,297.6,296.58
295.56,297.38,296.72
300.91,298.22,296.71
300.71,298.14,296.5
297.52,297.17,296.49
297.71,297.55,296.82
300.62,298.61,297.19
304.13,300.05,297.62
300.03,299.07,297.88
298.74,298.35,297.64
299.33,298.35,297.41
303.92,298.93,297.54
304.87,300.32,297.88
301.64,299.78,297.85
296.3,297.73,297.42
293.7,296.85,297.59
298.02,297.42,297.21
302.92,299.83,297.26
297.51,297.52,297.01
296.25,296.79,296.55
297.43,297.34,296.58
297.94,297.45,296.78
295.52,297.1,296.94
296.51,297.79,297.02
296.69,297.57,296.95
297.03,296.81,296.79
297.91,297.12,296.75
301.01,298.29,296.83
301.6,299.66,297.39
302.38,299.86,297.66
306.21,300.58,298.05
304.51,300.66,298.36
298.54,298.93,298.3
293.82,296.78,298.02
290.73,295.66,297.74
295.11,297.92,297.79
296.95,299.3,297.96
294.87,298.02,297.71
289.81,295.47,297.07
289.9,295.46,296.94
291.36,296.33,297.21
293.03,296.69,297.16
294.03,297.19,297.12
290.05,295.36,296.8
288.6,295.32,296.96
290.79,295.2,296.82
292.33,295.35,296.52
293.52,295.4,296.18
292.98,296.13,296.22
293.03,296.01,296.43
296.54,296.87,296.47
295.33,297.25,296.77
294.56,296.33,296.62
290.01,294.7,296.37
291.72,295.02,296.2
295.3,296.66,296.46
296.29,297.56,296.63
293.6,296.78,296.62
286.23,294.04,296.29
284.65,293.7,296.24
285.12,293.62,296.13
290.22,293.82,295.74
289.86,294.7,295.78
284.94,292.7,295.27
286.83,292.6,295.17
293.54,295.63,295.67
293.22,295.19,295.38
292.41,295.13,295.22
293.86,295.63,295.27
293.91,295.15,295.11
293.94,294.78,295.06
289.85,294.76,295.33
285.27,293.01,295.03
284.67,292.19,294.83
286.55,292.15,294.76
289.14,294.06,295.05
289.6,293.86,295.05
285.14,292.26,294.61
284.72,291.46,294.3
285.74,292.12,294.27
288.2,293.31,294.44
284.57,291.6,293.94
284.36,290.85,293.76
285.67,291.29,293.74
287.89,293.01,294.08
286.68,291.47,293.71
291.37,294.23,294.14
291.72,294.77,294.28
289.72,293.55,293.96
286.04,292.03,293.71
279.73,288.87,292.98
286.4,291.52,293.39
287.63,293.09,293.72
277.81,287.95,292.37
281.18,288.94,292.41
288.81,292.72,293.07
282.83,289.85,292.34
285.27,290.29,292.14
290.78,292.71,292.65
289.76,292.61,292.67
279.93,288.31,291.79
274.97,286.06,291.28
281.46,288.17,291.52
286.47,291.65,292.21
275.95,286.29,291
274.41,285.82,290.66
275.87,286.14,290.77
278.37,286.29,290.69
281.15,288.01,290.75
285.86,290.2,291.25
284.98,291.46,291.69
288.46,292.14,291.67
291,291.89,291.59
284.25,290.07,291.44
279.52,288.11,291.15
279.51,287.43,290.94
275.23,286.11,290.74
270.74,283.47,289.96
270.34,283.17,289.71
271.8,283.25,289.63
270.37,282.57,289.2
275.33,284.51,289.53
274.67,284.61,289.41
276.97,285.22,289.3
278.53,287.45,289.89
281,286.95,289.56
280.5,287.66,289.88
274.77,284.22,288.97
275.94,284.45,288.87
274.16,284.17,288.87
274.29,283.61,288.57
275.72,284.9,288.79
280.26,285.88,288.9
279.5,286.56,289.13
276.29,283.79,288.29
284.72,288.29,289.16
285.75,289.44,289.52
285.16,289.17,289.47
284.83,287.43,289.04
282.76,287.45,289.12
276.57,284.23,288.33
272.66,283.39,288.34
276.76,284.18,288.12
283.4,288.1,289.02
272.79,282.98,287.85
270.97,281.74,287.5
268.85,281.3,287.34
273.4,283.19,287.57
275.86,286.21,288.37
273.73,282.81,287.66
273.71,282.71,287.37
276.06,283.82,287.37
276.68,285.28,287.89
270.4,281.1,286.81
269.93,280.71,286.59
272.48,281.49,286.74
274.65,283.17,286.94
272.4,281.98,286.7
279.04,284.77,287.21
280.81,286.07,287.57
271.48,280.94,286.27
274.47,283.4,286.81
272.83,282.08,286.61
271.32,280.83,286.09
269.63,280.09,285.85
272.18,280.72,285.9
273.53,281.85,286.05
274.23,282.5,286.24
273.95,282.84,286.44
266.81,278.96,285.34
268.86,279.06,285.22
270.77,279.99,285.26
270.99,280.19,285.22
274.63,282.14,285.69
276.81,283.85,285.99
284.77,286.58,286.41
282.51,286.6,286.57
271.13,280.34,285.12
273.67,282.34,285.65
278.33,285.12,286.32
274.42,282.93,285.92
265.66,278.84,284.9
263.38,277.22,284.41
266.25,278.34,284.43
271.8,279.98,284.66
274.5,282.46,285.31
272.76,280.51,284.7
275.11,281.77,284.78
282.82,285.7,285.7
279.29,284.09,285.41
277.44,282.11,284.83
275.68,282.31,284.98
279.42,283.94,285.35
280.25,283.51,285.25
277.43,283.73,285.5
272.33,280.34,284.54
277.59,282.74,285.11
279.17,284.15,285.44
271.17,280.57,284.7
265.47,277.15,283.75
268.42,278.34,283.85
275.32,281.3,284.27
279.2,284,285.09
273.36,280.78,284.2
278.91,282.94,284.6
275.95,282.93,284.93
268.14,278.71,283.84
267.09,277.89,283.54
271.95,279.36,283.8
273.43,282.12,284.58
263.1,276.49,283.19
264.28,276.23,282.94
265.65,276.77,282.92
267.78,277.86,283.08
274.19,281.06,283.8
275.89,281.61,284.06
272.91,279.73,283.33
272.64,279.84,283.32
274.15,280.58,283.5
275.17,280.38,283.44
278.25,282.99,283.79
283.76,285.77,284.51
276.14,282.64,284.17
276.03,281.23,283.53
282.76,284.13,284.25
277.3,282.01,283.77
275.85,280.76,283.36
279.2,283.35,284.13
279.05,283.02,284.07
282.04,284.6,284.41
278.98,283.47,284.25
274.22,280.98,283.59
272.61,280.16,283.46
272.74,280.06,283.3
280.11,283.43,283.95
280.51,283.96,284.12
274.84,280.85,283.36
274.21,280.19,283.16
288.4,286.83,284.53
279.18,283.75,284.12
277.68,282.34,283.67
279.96,283.67,284.12
277.56,282.68,283.9
281.74,284.14,284.29
285.15,285.62,284.59
287.59,286.76,284.88
286.43,286.38,284.85
279.56,283.91,284.41
276,282.04,284.03
276.81,283.8,284.67
273.04,281.04,283.91
275.68,282.19,284.03
279.39,283.94,284.46
272.15,280.51,283.6
272.11,280.61,283.5
276.04,283.41,284.32
275,281.38,283.64
281.83,284.28,284.27
284.18,285.14,284.37
284.66,285.25,284.53
282.14,285.48,284.67
287.27,287.16,285.13
292.04,289.16,285.6
287.11,286.98,285.4
292.31,289.66,285.91
284.16,286.3,285.49
281.42,284.27,285.12
282.61,286.01,285.6
282.3,285.19,285.21
285.09,286.6,285.7
284.35,286.16,285.64
283.69,286.43,285.85
285.31,286.37,285.99
286.79,288.12,286.07
288.35,286.94,285.81
289.08,288.06,285.99
288.58,288.03,286.26
290.02,288.02,286.33
290.03,288.99,286.57
287.88,288.82,286.99
288.44,288.92,287.29
288.87,289.02,287.39
290.04,289.65,287.81
285.75,288.66,287.9
286.22,288.29,287.82
294.14,291.15,288.27
296.48,292.49,288.27
295.07,291.86,288.33
291.64,290.94,288.42
287.83,289.19,288.26
287.66,289.3,288.47
290.18,291.15,288.99
284.2,288.08,288.32
285.05,288.56,288.5
294.47,290.91,288.27
291.84,292,288.67
285.57,288.78,288.03
287.78,289.91,288.54
290.17,289.73,288.47
290.2,290.48,288.78
286.35,288.99,288.6
284.76,288.23,288.5
284.07,288.11,288.57
284.12,288.51,288.72
289.52,290.4,289.17
290.05,291.11,289.53
291.56,291.52,289.7
289.43,290.7,289.48
289.73,290.44,289.72
290.1,291.08,289.96
294.86,292.56,290.14
294.63,293.71,290.65
291.08,291.83,290.61
293.38,292.9,291.14
290.83,291.85,291.15
290.09,291.87,291.44
294.97,294.69,292.07
293.71,293.77,292.18
289.99,292.05,291.85
288.71,292.15,291.9
291.19,292.96,292.07
293.23,293.49,292.31
289.95,292.73,292.52
295.45,295.61,293.21
296.9,296.06,293.57
295.18,295.82,293.6
290.83,293.82,293.18
290.26,293.26,293.26
295.91,295.58,293.74
300.02,296.77,294.11
292.71,294.76,293.87
289.25,293.32,293.49
291.19,294.07,293.7
292.39,294.13,293.31
290.78,293.29,292.89
291.64,292.97,293.03
297.96,294.56,293.17
301.13,297.51,293.87
300.25,297.96,294.32
293.23,294.72,293.88
294.89,295.12,294.11
294.2,295.19,294.14
288.57,292.92,293.91
291.47,294.8,294.21
291.42,293.75,294.26
296.17,296.27,294.72
295.76,296.51,294.8
296.88,295.7,294.81
301.5,297.64,294.91
302.01,299.45,295.32
298.29,297.84,295.46
296.48,296.43,295.37
299.77,297.09,295.74
305.76,300.64,296.47
304.66,300.71,296.81
303.22,300.34,297.11
302.1,299.19,297.1
297.5,297.94,296.96
293.17,296.35,297.07
293.87,296.51,297.2
293.44,296.52,297.05
295.32,297.1,296.87
296.08,296.52,296.47
297.66,297.08,296.34
302.11,298.83,296.71
298.22,298.29,297.09
294.05,296.68,296.96
298.2,298.19,297.19
299.31,299.02,297.36
298.22,297.93,296.92
299.41,298.26,296.88
297.71,298.24,297.14
298.89,299.32,297.66
297.79,298.73,297.86
300.37,299.71,297.99
303.9,301.14,298.29
300.8,301.21,298.6
298.66,299.55,298.72
299.85,299.5,298.62
304.24,300.89,298.64
303.18,301,298.94
304.45,301.18,298.99
303.94,301.89,299.37
301.18,300.4,299.12
299.47,300.3,299.21
297.67,299.37,299.09
295.41,298.33,298.68
299.09,298.93,298.45
295.81,298.98,298.46
292.11,297.07,297.6
295.84,297.29,297.34
292.82,297.47,297.54
287.62,294.81,296.98
290.42,294.49,296.85
297.73,297.12,296.74
298.33,298.12,296.75
298.72,298.27,296.63
298.92,297.37,296.31
300.17,297.21,296.18
302.59,299.08,296.68
300.87,299.5,297.35
300.16,298.06,297.11
298.19,299.01,297.55
290.04,295.44,296.94
289.27,295.54,297.03
295.59,296.56,296.52
295.9,297.2,296.24
289.94,294.65,295.55
287.07,293.34,295.3
288.23,294.02,295.22
287.93,294.06,295.34
291.66,294.2,295.14
296.85,295.31,294.81
300.77,297.04,294.98
299.34,297.6,295.36
298.52,296.52,295.26
297.71,295.91,295.31
294.73,295.28,295.55
293.37,296.08,295.78
295.14,296.29,295.64
297.14,296.74,295.62
298.77,297.93,295.87
293.76,295.9,295.8
289.51,294.62,295.64
292.06,294.89,295.6
292.26,295.5,295.68
289.84,294.14,295.29
290.58,292.98,295.06
294.38,294.82,295.16
296.63,296.01,295.4
296.56,296.92,295.59
293.61,295.01,295.25
295.22,295.71,295.38
290.48,294.37,295.26
283.82,291.59,294.56
285.17,292.39,294.86
288.85,293.73,294.84
289.32,293.23,294.35
287.57,292.22,294.06
289.36,292.29,293.85
292.27,293.39,293.91
293.01,293.48,294.02
292.45,293.99,294.21
292.59,294.51,294.25
292.83,294.38,294.22
293.14,293.99,294.23
296.1,294.77,294.25
297.39,295.4,294.32
293.88,295.5,294.62
287.35,293.18,294.44
286.12,292.73,294.42
287.52,292.78,294.33
287.43,292.72,294.25
288.6,292.45,294.08
281.07,291.31,294.03
277.77,288.48,293.26
278.08,289.3,293.44
282.23,290.77,293.55
284.02,291,293.33
287.8,292.3,293.42
283.61,290.8,293.19
280.85,289.78,292.87
283.91,291.23,293.18
278.03,287.9,292.28
278.67,287.89,292.08
280.81,288.45,291.99
280.24,288.57,291.81
285.04,289.86,291.7
280.65,289.54,291.96
277.14,286.9,291.13
276.07,286.52,291
282.22,289.18,291.46
285.06,290.65,291.74
280.89,289.31,291.56
276.13,286.93,291.03
274.75,285.96,290.85
273.66,285.03,290.36
274.12,285.21,290.55
275.5,286.42,290.75
277.93,286.76,290.56
279.54,288.02,290.8
275.51,285.69,290.28
273.44,284.38,289.81
280.44,286.05,289.92
281.83,288.03,290.4
280.32,286.1,289.69
285.26,287.92,289.87
279.33,287.63,290.4
274.19,283.7,289.14
279.12,286.63,289.74
286.12,290.34,290.44
281.98,287.65,289.87
279.67,285.99,289.36
284.63,287.72,289.53
291.6,290.71,290.21
278.83,286.95,289.76
272.22,283.26,288.82
270.95,282.54,288.64
270.74,282.26,288.43
271.45,282.25,288.3
270.83,282.54,288.3
272.02,282.72,288.34
273.57,284.84,288.64
272.58,282.62,288.03
272.16,283.03,288.21
265.69,279.58,287.18
270.07,281.21,287.32
270.22,281.49,287.2
270.1,281.33,286.98
271.76,281.61,287.01
274.95,283.28,287.31
276.75,286.07,287.74
275.62,284.63,287.71
270.16,280.83,286.59
270.93,281.37,286.73
272.83,283.4,287.32
269.58,280.69,286.39
269.23,280.43,286.18
264.02,278.49,285.65
269.64,280.09,285.91
265.93,279.53,285.84
258.18,275.88,284.78
261.27,277.12,284.97
272.72,280.96,285.48
278.94,286.21,286.77
269.34,280.78,285.61
263.89,277.64,284.72
264.01,278.15,284.8
263.82,278.66,284.77
273.08,281.89,285.59
268.63,279.87,285.07
266.48,279.52,284.98
259.84,277.71,284.77
257.81,276.21,284.11
270.55,279.81,284.64
274.09,281.95,285.06
262.3,277.11,284
257.01,273.87,283.01
263.04,276.49,283.49
273.69,281.29,284.51
274.68,281.44,284.5
270.79,279.23,283.83
270.48,279.53,283.82
278.2,283.83,284.87
273.69,281.45,284.31
270.67,279.26,283.79
270.06,278.85,283.65
271.46,279.67,283.86
268.85,278.59,283.55
274.31,281.14,284.15
272.13,280.09,283.87
267.61,277.7,283.2
265.17,276.89,282.97
266.03,278.38,283.45
264.54,278.21,283.54
269.51,278.54,283.26
266.91,278.22,283.17
263.54,276.1,282.39
260.98,275.78,282.39
267.02,278.76,282.97
269.48,279.49,283.4
263.22,277.41,282.54
267.03,277.87,282.51
267.99,278.11,282.6
256.47,272.96,281.54
256.83,274.02,281.57
260.67,275.33,281.62
262.5,276.49,281.9
267.52,278.41,282.42
266.12,276.76,281.73
262.99,276.15,281.71
258.35,274.48,281.47
258.59,275.34,281.34
272.53,278.77,282.05
273.76,279.21,282
274.97,279.65,282.02
280.78,282.89,282.79
273.86,279.77,282.23
275.16,281.17,282.59
275.99,281.07,282.57
273.29,279.19,282.08
274.34,279.19,281.91
277.88,281.09,282.47
270.17,278.55,282.18
269.87,276.93,281.52
274.12,280.37,282.51
260.45,275.13,281.68
260.01,275.7,281.45
270.26,278.87,282.13
278.32,281.79,282.56
277.57,281.67,282.54
276.32,280.04,282.03
279.89,282.44,282.69
283.99,283.11,282.69
288.29,285.39,283.28
288.01,285.77,283.51
275.29,281.55,283
273.59,279.77,282.36
277.42,280.74,282.58
282.51,283.2,282.9
284.05,284.97,283.53
277.16,281.78,283.11
274.71,280.35,282.89
275.72,280.85,283.03
277.33,281.32,282.91
275.98,281.56,283.22
275.1,280.39,282.74
276.06,280.67,282.81
276.84,281.67,283.13
278.73,282.83,283.39
274.9,280.51,282.93
274.45,280.07,282.7
272.66,279.31,282.63
275.02,280.28,282.68
278.68,283.78,283.7
270.8,279.82,283.02
263.2,276.35,282.29
270.85,277.84,282.28
276.51,281.23,283.03
272.94,279.47,282.75
269.15,278.41,282.52
274.82,279.6,282.6
278.22,280.9,283.07
280.95,283.6,283.43
280.03,282.16,283.27
281.18,283.47,283.29
285.86,285.4,284.04
282.33,285.34,284.42
283.19,284.46,284.04
285.5,284.96,284.17
288.7,285.65,284.39
290.14,287.51,284.81
291.19,287.06,284.85
297.65,290.64,285.56
294.94,290.67,285.9
292.28,289.66,286.05
290.54,288.23,285.96
289.37,287.77,286.1
290.61,288.06,286.13
294.38,289.66,286.63
296.11,291.74,287.32
294.55,290.74,287.36
289.69,290.12,287.83
288.23,288.5,287.71
287.26,288.23,287.66
284.31,287.19,287.37
286.82,287.78,287.54
285.95,289.51,287.82
282.65,286.7,287.01
285.13,288.18,287.3
285.6,287.62,287.13
284.21,286.72,286.64
283.08,286.11,286.43
282.99,286.55,286.62
282.81,285.99,286.41
287.2,287.81,286.63
284.07,286.72,286.64
284.3,286.26,286.47
291.24,288.81,286.64
296.14,291.07,287.29
297.54,291.66,287.61
296.01,291.04,287.72
293.3,290.87,288.1
292.03,290.62,288.33
292.26,290.49,288.3
283.79,287.64,288.11
283.63,287.14,287.99
288.52,289.15,288.19
291.18,290.53,288.43
295.76,291.03,288.28
302.28,295.43,289.49
293.26,291.97,289.45
288.16,290.21,289.43
291.79,292.06,290.04
293.07,292.74,290.44
297.02,294.57,290.94
293.86,293.41,291
291.37,291.93,290.88
288.19,290.82,290.87
292.51,292.49,291.17
297.49,294.37,291.47
297.96,295.28,291.91
299.24,295.61,292.13
297.63,295.25,292.36
294.86,293.84,292.6
295.25,294.53,292.79
295.94,294.48,292.78
302.34,296.67,292.98
300.54,295.86,292.65
300.52,297.36,293.25
299.19,297.05,293.48
295.92,296.03,293.52
294.91,295.61,293.71
295.62,295.45,293.78
296.91,295.91,293.96
297.47,296.56,294.53
294.19,295.22,294.27
294.62,295.3,294.27
295.37,295.65,294.02
298.11,296.9,294.03
295.56,296.46,294.02
298.7,297.11,294.16
303.68,299.48,294.52
302.82,299.1,294.89
304.81,299.56,295.12
306.68,300.93,295.77
300.69,298.7,295.9
298.1,297.92,295.93
294.5,297.06,295.9
295.79,297.88,295.95
293.98,297.12,295.94
294.99,297.23,296.09
297.37,297.5,296.15
301.94,298.85,296.22
299.46,299.16,296.62
298.25,298.05,296.58
302.95,299.76,296.9
295.86,297.89,296.92
295.85,297.18,296.67
300.95,299.26,296.94
306.6,301.39,297.26
300.14,300,297.47
299.98,299.78,297.52
295.6,298.16,297.39
294.22,297.25,297.39
294.94,297.87,297.34
295.54,298.05,297.37
299.69,299.56,297.82
303.51,300.68,297.95
305.33,302.19,298.34
303.1,300.5,298.2
304.67,302.13,298.67
299.29,299.47,298.26
300.4,300.06,298.37
302.58,300.31,298.4
302.7,300.08,298.22
301.48,299.91,298.33
300.49,300.59,298.61
302.36,300.61,298.71
299.64,301.6,298.92
292.92,298.38,298.46
288.91,295.9,297.51
289.02,296.3,297.01
293.98,296.03,296.34
296.38,296.9,296.02
298.5,298.25,296.08
301.56,298.89,296.38
300.91,300.02,296.8
299.15,298.77,296.88
294.45,296.63,296.67
292.52,295.94,296.76
299.47,298.1,296.8
298.03,297.92,296.87
294.03,296.01,296.3
294.84,295.87,296.16
299.27,296.28,295.78
307.22,300.8,296.23
299.82,298.73,296.07
295.49,296.13,295.64
298.32,297.46,295.89
301.12,298.84,296.26
297.42,297.94,296.04
294.84,296.83,296.14
300.07,298.15,296.24
296.11,297.89,296.68
300.93,299.77,297.03
303.85,301.13,297.4
304.09,301.21,297.61
302.98,300.54,297.81
301.74,299.6,297.83
302.38,300.21,298.17
303.04,300.78,298.47
299.96,300.78,298.7
296.82,298.95,298.56
295.93,298.31,298.42
298.85,300.43,298.68
296.43,299.67,298.82
289.35,296.93,298.49
286.27,295.05,297.82
285.29,293.95,297.27
289.97,294.68,296.79
298.09,297.93,296.87
301.16,299.55,297
291.28,296.87,296.79
285.13,293.52,296.15
285.46,293.57,296.2
290.3,295.46,296.29
292.74,296.03,296.11
296.15,295.82,295.78
296.11,297.21,296.27
291.81,295.08,295.96
289.11,293.57,295.61
291.54,294.12,295.66
295.49,295.81,295.73
295.08,295.87,295.55
294.97,295.91,295.49
296.58,296.24,295.55
290.76,294.7,295.42
284.12,291.82,294.86
287.68,292.56,294.85
290.5,294.07,294.96
292.35,294.88,295.09
292.99,295.38,295.12
293.81,295.88,295.19
288.11,294.76,295.27
278.86,290.02,294.62
279.37,290.28,294.53
284.4,290.76,294.29
286.7,291.85,294.12
287.98,292.57,294.01
292.31,294.16,294.29
292.66,294.48,294.53
289.7,294.44,294.66
