"hw.number","mean.temp","max.temp","min.temp","length","start.date","end.date","start.doy","start.month","days.above.80","days.above.85","days.above.90","days.above.95","days.above.99th","days.above.99.5th","first.in.season","threshold","mean.temp.quantile","max.temp.quantile","min.temp.quantile","mean.temp.1","mean.summer.temp","city"
36,84.74,87.062,83.3899999999999,3,2074-08-25,2074-08-27,236,8,3,1,0,0,0,0,0,81.44672,0.910958904109589,0.958904109589041,0.881643835616438,62.0297846575342,78.7958588235294,"phil"
37,86.11925,90.932,81.59,8,2074-09-02,2074-09-09,244,9,8,5,2,0,1,0,0,81.44672,0.939452054794521,0.992876712328767,0.82986301369863,62.0297846575342,78.7958588235294,"phil"
38,84.137,86.5760000000001,82.3459999999999,4,2075-06-04,2075-06-07,154,6,4,1,0,0,0,0,1,81.44672,0.90027397260274,0.947945205479452,0.851232876712329,62.0297846575342,78.7958588235294,"phil"
39,83.075,85.28,81.77,4,2075-06-10,2075-06-13,160,6,4,1,0,0,0,0,0,81.44672,0.871232876712329,0.923561643835616,0.835068493150685,62.0297846575342,78.7958588235294,"phil"
40,84.1325,87.368,81.77,4,2075-06-21,2075-06-24,171,6,4,1,0,0,0,0,0,81.44672,0.90027397260274,0.962739726027397,0.835068493150685,62.0297846575342,78.7958588235294,"phil"
41,82.862,83.588,82.1839999999999,6,2075-06-26,2075-07-01,176,6,6,0,0,0,0,0,0,81.44672,0.863287671232877,0.887123287671233,0.845753424657534,62.0297846575342,78.7958588235294,"phil"
42,85.7372,93.2,82.166,15,2075-07-04,2075-07-18,184,7,15,9,2,0,1,1,0,81.44672,0.930684931506849,0.998630136986301,0.845479452054794,62.0297846575342,78.7958588235294,"phil"
43,83.363,84.92,81.896,8,2075-07-25,2075-08-01,205,7,8,0,0,0,0,0,0,81.44672,0.88027397260274,0.916164383561644,0.838630136986301,62.0297846575342,78.7958588235294,"phil"
44,88.5690909090909,93.218,82.022,11,2075-08-03,2075-08-13,214,8,11,9,6,0,5,2,0,81.44672,0.977808219178082,0.998904109589041,0.843013698630137,62.0297846575342,78.7958588235294,"phil"
45,81.599,81.698,81.4999999999999,2,2075-08-18,2075-08-19,229,8,2,0,0,0,0,0,0,81.44672,0.82986301369863,0.831506849315068,0.828219178082192,62.0297846575342,78.7958588235294,"phil"
46,83.462,83.966,83.03,4,2075-08-24,2075-08-27,235,8,4,0,0,0,0,0,0,81.44672,0.884931506849315,0.896986301369863,0.87013698630137,62.0297846575342,78.7958588235294,"phil"
